rho_offered,lambda_rps,n,mean_s,p50_s,p95_s,g_measured,g_model,p95_over_mean
0.1984596250335329,0.30565215336903195,71,0.8933529067287733,0.8148475479101762,1.4211847529513761,0.9480425018052505,1.2475977894960506,1.5908435985901541
0.3969192500670658,0.6113043067380639,153,1.4748755237844688,1.1868914729566313,2.969897336792201,1.5651649766719475,1.6581527434115668,2.0136596539154494
0.5953788751005987,0.9169564601070959,212,2.4669973660295583,2.31627520598704,4.950457286497112,2.6180228857168797,2.4714478272695835,2.006673113909518
0.7442235938757484,1.14619557513387,293,3.2657171538254204,2.8568304475047626,6.218164003978018,3.4656389847522457,3.9096647542784617,1.9040730446279275
0.8434534063925148,1.2990216518183857,291,3.5151808695016347,3.0411055568256415,7.196072502818424,3.7303744586483587,6.387874542370018,2.047141461554053
0.9129142751542514,1.405999905497547,344,8.632807815848643,5.02873066283064,20.818732656363863,9.161294106390427,11.482938240122122,2.4115830098920474
